Time,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,imperfect,perfect,perfect,perfect,perfect
62,4.66E-13,4.48E-13,4.98E-13,4.43E-13,3.86E-13,0.234315468,0.263721454,0.171297077,0.270857749,0.287034072,2.420887393,2.816023036,2.68168796,2.980893742,2.920808258,5.936662449,7.960780944,6.830125069,6.384511924,7.685898127,2.964546256,2.591021632,3.594920096,2.738758767,2.519890771,3.10E-07,3.36E-07,2.85E-07,3.38E-07,2.97E-07,8.864137123,8.513211691,10.06663684,9.661789052,9.210965544,2.839798996,0.102016656,8.428327291,2.349715953
63,1.91E-12,1.62E-12,1.75E-12,1.75E-12,1.89E-12,0.256593466,0.258016123,0.304246431,0.25260793,0.297466249,3.128621495,2.684883082,3.303687737,3.450675782,3.483746986,7.368180239,7.47292802,6.447265262,7.358013987,7.996639565,2.500974358,2.989160004,3.051564684,2.695032113,2.150248175,5.10E-07,6.28E-07,5.11E-07,5.47E-07,5.43E-07,8.507661259,7.801488438,8.575527181,8.345247452,8.951878021,3.453233948,0.178324166,8.727302513,3.02458832
64,5.10E-12,5.87E-12,6.89E-12,6.69E-12,6.96E-12,0.343589488,0.273195688,0.292480712,0.318010458,0.334024266,4.363660273,3.991875793,4.485973617,4.080662391,3.374681809,7.491491031,7.545807419,7.115177685,6.351503728,8.384336798,2.494556647,2.679469297,2.715300737,2.485563416,3.038082811,9.22E-07,9.19E-07,9.38E-07,1.10E-06,8.88E-07,7.70616136,8.759936748,9.175025718,9.551105387,9.100890694,4.11223313,0.309303071,8.925489325,3.764508401
65,2.81E-11,2.31E-11,2.67E-11,2.68E-11,2.42E-11,0.37057979,0.353433321,0.347894667,0.367814531,0.389341849,4.985688298,5.126309921,4.764808445,4.19676139,4.469135466,6.299905044,7.656616356,7.794577581,7.989247511,6.367262867,2.472223014,2.297843713,2.903458466,3.068660021,2.59690482,1.39E-06,1.67E-06,1.60E-06,1.38E-06,1.94E-06,8.382226115,7.738547992,8.473472784,9.93186584,9.880568416,4.790436954,0.52947118,9.054193732,4.521458716
66,9.34E-11,1.04E-10,8.63E-11,1.02E-10,9.51E-11,0.421996563,0.449473167,0.399770308,0.462460625,0.388231045,5.369545007,6.075144341,5.435136284,6.152937602,5.812671271,7.051168397,7.196302021,7.059833956,7.246482845,6.919292423,2.981219381,3.105569645,2.214820781,3.202618128,2.87221134,2.71E-06,2.92E-06,2.56E-06,2.65E-06,2.52E-06,8.240693413,9.885140778,9.351309716,9.645735002,9.80021938,5.458262724,0.886867191,9.136664103,5.242899901
67,3.75E-10,3.97E-10,3.72E-10,4.08E-10,4.55E-10,0.479216207,0.41122814,0.451714545,0.428367661,0.513971513,5.966472529,7.974331256,6.842302322,5.664887265,5.989897319,7.6790012,5.853542312,8.370769095,5.889771536,7.418323175,2.941307348,3.216336091,2.585985266,3.019829868,3.119774859,4.46E-06,4.33E-06,4.53E-06,5.47E-06,4.51E-06,9.880399948,9.651044101,8.5569141,7.936935023,8.469311877,6.08788602,1.435397221,9.189056468,5.885558468
68,1.35E-09,1.58E-09,1.47E-09,1.28E-09,1.39E-09,0.535114453,0.45266572,0.505008587,0.499092322,0.452086718,6.050459273,6.445691178,7.607537685,6.138441017,6.702785428,8.183184174,7.955384624,6.796954035,6.72916167,7.347497137,3.102740471,2.791203104,2.907983668,2.800168506,2.867571064,5.52E-06,7.99E-06,7.42E-06,7.58E-06,8.42E-06,8.566219725,8.234619858,9.825598006,8.246696664,9.474583977,6.657619233,2.208836769,9.222159049,6.424468409
69,5.65E-09,6.44E-09,5.87E-09,5.12E-09,5.35E-09,0.717730181,0.621434024,0.65671266,0.534682362,0.688342464,7.360725859,7.060474994,7.433386027,7.664061531,7.017843769,6.15758858,7.63076567,8.224064948,7.281381629,8.185016938,2.968643593,2.416822241,2.995623772,2.385825223,2.65050594,1.25E-05,1.31E-05,1.19E-05,1.40E-05,1.50E-05,8.502322958,9.674060166,9.44734539,9.825195905,8.990738609,7.154325883,3.17842448,9.243001697,6.853944891
70,2.26E-08,2.46E-08,2.56E-08,1.97E-08,2.37E-08,0.85683904,0.741928349,0.685430304,0.626660503,0.631105275,7.473887123,7.794198611,8.605905111,6.91603099,8.085882581,6.739114438,8.460171177,7.709940558,7.478373651,7.272260089,2.892626196,2.747332805,2.897032337,2.735844801,2.76943636,2.58E-05,2.05E-05,2.03E-05,2.25E-05,2.20E-05,9.553519471,9.669875833,8.643960234,9.596805405,11.33153769,7.57350963,4.22949845,9.256096442,7.182531602
71,8.28E-08,9.52E-08,7.63E-08,8.85E-08,8.27E-08,0.873677286,0.60983214,0.74656755,0.80410745,0.641705589,8.257485491,8.645956431,8.466081135,8.048128651,8.719978213,7.055883085,7.918558455,7.572276195,7.483895158,7.610935655,2.1534692,3.10271555,2.370777016,2.716009077,2.393332863,3.58E-05,3.71E-05,4.09E-05,4.47E-05,3.54E-05,8.258102478,9.742899104,7.833106096,7.330912649,8.258141689,7.917668745,5.20371587,9.264312172,7.426169304
72,3.24E-07,3.65E-07,3.17E-07,3.90E-07,3.82E-07,0.911051875,0.901748759,0.816971763,0.779958697,1.035087442,7.396457524,8.592580211,9.244946662,9.051000232,8.336058593,7.135044061,8.040263656,8.971864817,8.532114531,6.732939847,2.292560973,3.203854401,2.775913857,2.636804763,2.989719819,6.70E-05,6.61E-05,6.48E-05,6.60E-05,6.41E-05,9.034268152,8.008355767,7.983382489,9.596141877,10.83664348,8.19390406,5.984055298,9.269462343,7.602652081
73,1.40E-06,1.31E-06,1.42E-06,1.23E-06,1.40E-06,0.963043507,0.967688935,0.962609827,1.049177024,0.828515478,8.833834782,7.022496873,8.39382866,9.445800965,7.771930106,7.739905818,7.972430054,6.09607349,7.631146026,6.40203231,2.97822737,2.698623839,3.17545782,2.830393613,2.540327733,0.000133819,9.42E-05,0.000122309,9.52E-05,0.000116774,10.0650674,10.48607774,9.655998612,8.599814952,8.719256036,8.411618724,6.53921303,9.272689077,7.728340125
74,5.67E-06,4.13E-06,4.74E-06,5.15E-06,5.98E-06,1.19624024,1.042893079,1.188524858,1.249648478,1.135383935,9.892139134,7.314527251,9.446036348,7.493697979,7.646265378,6.731333929,6.793521662,8.352974582,7.527941599,7.177365954,2.910142038,2.456626234,3.122554957,2.642110879,2.70395167,0.000189445,0.000185261,0.000201068,0.000171136,0.000201021,9.443352525,10.4534099,8.71557685,11.12466184,10.0440653,8.580759679,6.901704761,9.274710038,7.816775651
75,1.98E-05,1.96E-05,2.13E-05,2.18E-05,1.95E-05,1.354303138,1.336214738,1.241029634,1.328219206,1.327370172,10.43050921,8.845659517,10.38642452,8.826846032,8.246036088,8.228846965,7.95573574,7.572264464,7.537726607,8.534746677,2.238643519,3.121528144,2.54440454,2.751113829,3.064510851,0.000364263,0.000295005,0.000371527,0.000335793,0.000274591,8.792667023,7.883459314,10.24956767,11.93663654,10.25618405,8.710701383,7.125318153,9.275975533,7.878471045
76,7.67E-05,7.91E-05,6.90E-05,8.51E-05,8.63E-05,1.503036464,1.438975314,1.518784163,1.273080377,1.526132751,9.544332259,8.393552303,8.945928367,7.246271036,8.447083935,7.349760954,7.167613277,7.271244371,7.687718958,7.567273512,2.917586442,2.877578222,2.285722494,2.539836602,2.323859472,0.000541878,0.000583241,0.000571833,0.000526255,0.000547557,7.789954189,8.242086154,9.801962758,6.649675001,9.077535827,8.809672578,7.258457588,9.276767863,7.921255834
77,0.000347392,0.000313903,0.000261571,0.000262857,0.000330046,1.521601529,1.369963226,1.501341677,1.726717247,1.669941668,10.51173487,9.159761372,8.938969494,8.718989291,9.60899074,7.621935475,7.762388152,6.795788487,8.576743028,7.649106855,2.662394942,3.08217329,2.337439034,2.462026444,2.694407014,0.001197723,0.000985663,0.000894015,0.000835009,0.001002327,7.488456833,7.986425834,6.365389183,10.2671653,7.924638115,8.88456156,7.336061993,9.277263901,7.95080388
78,0.001196857,0.001330959,0.001037762,0.001275264,0.00102083,1.68613601,1.867220517,1.405201528,1.693825113,1.506624503,9.72092151,8.84969501,7.951911422,8.70007755,8.006991581,7.237838847,7.741018919,8.563190189,8.40528726,7.53804964,2.615336914,2.376017527,2.879474914,2.437596652,2.213265344,0.001377203,0.001690789,0.001762429,0.001599342,0.002051222,9.002966773,8.393223046,10.07644469,7.756715346,9.085251306,8.940947122,7.380736799,9.27757443,7.971152083
79,0.004081631,0.005140352,0.00465893,0.004858766,0.004316827,1.587372752,1.617332602,1.577302011,1.759070035,1.790709471,10.10696949,9.604576995,8.90798684,9.19104813,9.66074093,7.971635308,7.694874476,8.855547779,8.088399941,6.98046682,3.184227881,2.995383309,2.349964231,2.606590921,2.419227092,0.002439536,0.002748296,0.002395129,0.002964761,0.002876579,10.7750069,9.138342267,10.47447623,10.92543847,9.50198412,8.983242339,7.406270879,9.27776882,7.985137251
80,0.017110904,0.016425439,0.020127791,0.018283468,0.016763353,2.266075314,1.779854953,1.845932456,2.076963283,1.862487103,9.37914496,8.168421043,8.387784576,9.685874642,8.240741994,8.344191149,6.364065081,7.751146155,7.295535866,7.010474087,3.010751526,3.040651882,2.936165574,2.599566277,2.186918209,0.005527356,0.004214954,0.005151364,0.004487278,0.004404784,8.960035629,10.19772382,9.049191149,9.572636601,7.509628898,9.014879236,7.420805123,9.277890505,7.99473614
81,0.079100858,0.060205143,0.060675625,0.060053362,0.073214454,2.515870936,2.154292286,1.979224539,2.203825967,2.719211362,6.942569666,8.453007916,8.045826683,9.921623235,8.870279715,7.208951528,7.298883211,7.497308732,7.551346125,8.668688711,2.723412427,2.753690192,3.470027566,2.75715041,2.470231962,0.009361327,0.008159609,0.00772421,0.008519022,0.007575056,7.702589142,8.74160825,9.129664509,9.657019904,8.132156867,9.03849397,7.429058802,9.277966677,8.00131833
82,0.251018216,0.280414027,0.254636113,0.289860221,0.214792273,2.60849501,2.593568935,2.747003095,2.469243192,2.672538386,8.798071237,7.750480487,8.497733419,9.946851903,8.01140982,7.355990114,7.605436213,6.921367383,6.572999326,8.913731914,3.200883288,3.155990383,2.822366644,2.721475416,3.038264176,0.014548397,0.011123995,0.012676986,0.013732265,0.011095651,8.666346265,10.45058119,9.413820916,8.602508593,8.833697604,9.056093062,7.433739653,9.278014359,8.005829018
83,0.931951258,0.810628252,1.034374993,0.991340654,1.035305803,3.058288506,2.331116971,2.475409403,2.683303593,2.693588851,10.00327328,9.192637365,9.210398862,9.067961361,9.601432829,7.360237744,8.485017119,7.105985638,7.353315747,6.554113619,2.448447695,3.036039723,2.765894735,2.810821162,2.60918758,0.02249684,0.019292212,0.025887036,0.022667641,0.020883758,9.98270943,8.395638891,10.44197799,8.940315956,8.866704546,9.069193599,7.436392268,9.278044206,8.008918783
84,3.145045106,3.068412729,3.190564723,2.902676231,2.463327781,3.357900321,2.671161475,2.933654035,2.629413297,3.28260778,9.117476375,10.13095632,9.366761808,9.253203077,9.098982817,7.032120177,8.167299231,8.330361771,8.148529744,7.137555305,2.176762634,2.463816254,2.113509725,2.547718205,2.938016991,0.032593458,0.041121058,0.039049379,0.040212541,0.037465938,9.132915908,9.496297269,8.870646778,10.03423854,9.955902801,9.078936975,7.437894849,9.27806289,8.0110346
85,6.014200756,5.334761504,5.458444248,4.960977308,5.643247451,2.842893144,3.2196058,2.762185145,3.215746421,2.919618929,9.907655174,8.808103961,8.660773282,8.884282402,8.722634645,7.477413543,8.280797899,8.017160407,8.936602583,7.733276727,2.773760086,2.519685702,2.812548077,2.324079998,2.84488419,0.062424964,0.053439419,0.063418011,0.063570194,0.067362327,7.213698823,7.620311858,8.839939013,8.053580755,9.102071656,9.086178804,7.438745784,9.278074585,8.012483176
86,9.38822414,7.746042235,8.200454257,8.762059273,9.428731638,3.302172003,3.26792242,3.170136352,3.107977168,2.954167396,9.738105435,8.185174233,8.63945505,10.18876782,10.30788573,7.484603895,5.924399263,6.426845675,9.373431743,8.138920078,3.323082867,2.747150677,2.595468857,2.42471946,2.690080053,0.114493555,0.094104403,0.123996826,0.086185134,0.110029933,8.361795237,9.757986125,8.849301891,8.467773396,9.760658614,9.091558749,7.439227615,9.278081905,8.013474794
87,9.39139157,8.86992603,9.037733016,9.605542361,7.629066039,3.701277692,3.115254581,3.232313013,3.254588366,2.834479418,9.074464051,8.247883379,10.08565721,9.607575406,9.363481617,8.684665174,6.994617174,8.493609194,9.350818735,8.379336834,2.698981295,2.442844003,2.66568516,2.842340483,2.593400193,0.196264764,0.199989451,0.193833077,0.165315509,0.17694292,10.70817613,7.82042452,9.617140063,10.35214631,9.332351361,9.095554073,7.439500425,9.278086488,8.014153536
88,9.367328595,10.61168875,9.17687324,8.562114493,10.17402574,3.854804206,4.001399002,3.242037486,3.973520211,3.412735223,7.994305977,8.762574549,11.0926769,8.034023669,8.229347439,7.309016064,6.973682529,6.336458264,7.286144262,7.924484666,2.861794155,2.82679726,2.70961911,2.705321604,2.369532972,0.275483174,0.348868872,0.275087063,0.344943878,0.289411187,9.280149401,9.117124241,8.348396775,9.013286612,8.270156983,9.098520343,7.439654882,9.278089357,8.014618091
89,8.392822113,10.86081316,9.736245497,10.43641261,10.03061207,3.669324327,4.364251127,4.264409854,3.792421871,3.526549408,8.018024448,7.880202799,8.230183402,9.509608884,9.289985261,7.01108624,7.532796338,7.457319874,7.250306224,8.180166542,2.429651015,2.768747496,2.468380186,3.373685639,2.646403994,0.508929509,0.445578357,0.392835417,0.455600638,0.411350357,9.156351753,8.541353392,8.744036009,7.629477702,9.809661674,9.100722171,7.439742328,9.278091152,8.014936034
90,9.112453771,9.186462387,10.3789483,9.399544807,9.226665496,4.292478843,3.794082693,4.393650946,3.28456688,4.242666179,9.065456958,8.672864392,10.49357514,9.51850148,9.144399558,7.013634845,7.875224321,8.065055051,6.951970306,7.902204424,2.930908146,2.905086518,2.661851816,2.282361958,2.915453364,0.677032468,0.765355282,0.680297328,0.824983335,0.729404943,9.406398953,8.553615782,8.330477023,9.706364784,9.196164444,9.102356325,7.439791835,9.278092276,8.015153629
91,10.40834834,10.30838405,9.805584953,9.600046229,7.911134023,3.93041463,4.484832116,4.146531151,4.602268449,3.726854307,8.286633529,8.642998751,7.850301886,9.18522508,9.195430752,7.931090124,8.215122175,7.447251021,6.824314112,7.426617084,2.099289302,2.847025688,2.632933492,2.599751148,2.755260455,0.939994273,1.221925997,0.997312533,1.199446389,1.083003108,9.274355652,8.220934771,10.37072961,9.737425704,8.848624591,9.103569029,7.439819863,9.27809298,8.015302544
92,9.857232509,9.591772503,8.45251852,9.81469199,8.775766984,4.428987743,3.78751278,3.785665901,3.429387216,3.562998868,7.817095717,7.586821517,8.880330577,8.831169712,10.42999042,8.009457845,7.088691197,7.20300149,7.609898345,8.073525591,3.010213541,2.627530279,2.747929317,2.861456545,2.621440839,1.404036722,1.787261476,1.454196351,1.390724886,1.56547635,10.39497994,7.565682484,10.12319398,9.314364907,9.340196832,9.104468904,7.439835731,9.27809342,8.015404456
93,10.55843706,9.070721625,9.297300071,9.646615617,7.228916433,4.660026175,4.606432118,4.346304544,4.378554804,5.600933317,10.02162324,10.40207567,9.195513174,8.339723023,8.185095737,7.779129103,7.938919406,7.15245123,6.735298969,7.287600974,2.721219542,2.998356663,2.622118801,3.7544082,2.627820012,2.002954411,1.908727547,2.198768454,1.786482169,2.105750162,9.604564791,8.854591166,8.780998891,7.522693731,11.35804998,9.105136606,7.439844715,9.278093696,8.015474199
94,10.72617262,9.619200984,8.529524993,9.51702216,9.448692636,4.62228922,4.372958674,5.561764238,3.96423799,5.227259807,9.73200122,9.655407097,8.701201937,9.963609942,9.243490756,7.43913048,8.426645963,7.255685831,8.680821762,6.239550861,2.419513226,2.975821405,2.589206551,2.744884613,2.668115886,2.081051386,2.345397451,2.375920684,2.196391132,2.649581988,6.58228859,10.54509983,9.497311824,10.95634096,8.694091061,9.105632016,7.4398498,9.278093868,8.015521928
95,9.800269546,8.671092404,10.23086937,9.948115501,10.95323027,4.777438938,4.876698238,5.435353774,5.301479934,4.541682095,8.39213629,8.001513716,8.975541221,9.132462589,7.814990591,9.731970242,6.931352079,7.397790796,8.348119033,6.822404125,2.791240073,2.612108361,2.902086517,2.856988183,2.97074327,2.513884628,2.963916694,2.479935556,2.384377255,3.102871904,9.54784885,8.856091405,10.2088207,8.271970591,9.712250786,9.105999579,7.43985268,9.278093976,8.01555459
96,10.51184016,8.864288021,10.78486246,11.13732013,10.16273432,4.059164359,5.722466409,4.364087408,4.648164338,5.677755749,8.740882045,7.070163568,8.889177819,8.691100841,8.500900105,7.598638313,7.080779156,7.637009311,7.097810718,8.665679715,2.74472022,2.716509269,2.878194759,2.315434191,2.494634215,2.75172544,2.691412698,2.706418631,2.726392383,2.562212785,9.230729928,8.276073373,8.967767039,8.1961125,9.901188991,9.106272282,7.43985431,9.278094044,8.015576943
97,10.55925543,8.245157218,9.533395992,9.258571315,10.4521945,5.163638886,5.133849529,6.021544108,4.793789136,5.179683709,9.50719316,11.38546008,10.6340439,8.710864277,7.648310091,6.098171058,8.839071651,6.470770588,8.751574539,7.782068298,2.708793609,2.870468668,3.051592251,2.568540069,2.332649086,2.58193849,3.00084764,3.168822341,3.471925733,3.557368362,8.749320514,9.39860075,10.99164971,9.213132799,8.815486021,9.106474601,7.439855233,9.278094086,8.01559224
98,9.739759529,10.25876833,8.983534873,10.68812144,7.488925963,5.833772059,4.98453011,6.372560922,5.005867699,4.212355869,9.464324166,10.12752298,7.848231426,10.74137329,9.81520742,6.843887094,7.896008575,7.858976421,7.039710261,7.280446176,3.066243288,2.386160944,2.674793736,2.837064422,3.028516376,2.738120143,2.787092546,3.298273654,2.786484062,2.86114502,9.225810333,8.093110234,9.696988603,9.753955068,8.440497645,9.106624701,7.439855755,9.278094113,8.015602708
99,10.34190428,11.70939763,8.934578979,9.854489259,9.690730724,5.783144917,4.795718943,5.249522621,6.269441053,4.652007965,10.01204815,8.770501662,8.105903753,8.430872075,8.198762014,7.931579443,7.39771366,7.360862866,6.121211333,7.523268519,2.270286515,2.946944988,2.78697549,2.804528522,2.732949843,2.727150924,2.548000715,3.375355695,2.638531154,3.063611987,10.22958015,6.942320796,7.963494142,9.510643822,8.32132284,9.106736059,7.439856051,9.278094129,8.015609872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,early,,early
